1392998402, CNN, 8, 3
1393027201, CNN, 5, 3
1393056001, CNN, 3, 4
1393084801, CNN, 2, 2
1393113601, CNN, 2, 2
1393142401, CNN, 2, 2
1393171201, CNN, 5, 2
1393200001, CNN, 8, 2
1393228801, CNN, 4, 3
1393257601, CNN, 3, 3
1393286401, CNN, 5, 2
1393315201, CNN, 5, 3
1393344001, CNN, 4, 2
1393372802, CNN, 3, 0
1393401601, CNN, 5, 0
1393430401, CNN, 7, 0
1393459201, CNN, 7, 1
1393488002, CNN, 8, 1
1393516801, CNN, 7, 1
1393545602, CNN, 4, 1
1393574402, CNN, 6, 1
1393603202, CNN, 6, 0
1393632001, CNN, 5, 2
1393660801, CNN, 7, 2
1393689601, CNN, 8, 2
1393718401, CNN, 8, 1
1393747201, CNN, 6, 1
1393776001, CNN, 7, 0
1393804801, CNN, 6, 0
1393833601, CNN, 7, 0
1393862401, CNN, 6, 2
1393891201, CNN, 6, 3
1393920001, CNN, 5, 3
1393948801, CNN, 5, 3
1393977601, CNN, 3, 3
1394006401, CNN, 5, 2
1394035201, CNN, 5, 1
1394064001, CNN, 2, 1
1394092801, CNN, 2, 1
1394121601, CNN, 2, 1
1394150401, CNN, 1, 1
1394179201, CNN, 2, 1
1394208001, CNN, 3, 1
1394236801, CNN, 2, 0
1394265601, CNN, 2, 0
1394294402, CNN, 1, 0
1394323201, CNN, 1, 0
1394352001, CNN, 2, 0
1394377201, CNN, 3, 0
1394406001, CNN, 6, 0
1394434802, CNN, 8, 0
1394463601, CNN, 6, 0
1394492401, CNN, 5, 0
1394521201, CNN, 4, 0
1394550001, CNN, 4, 0
1394578802, CNN, 6, 0
1394607601, CNN, 6, 2
1394636401, CNN, 4, 2
1394665201, CNN, 4, 2
1394694001, CNN, 5, 3
1394722802, CNN, 7, 1
1394751601, CNN, 4, 2
1394780401, CNN, 4, 2
1394809201, CNN, 6, 1
1394838001, CNN, 6, 1
1394866801, CNN, 5, 3
1394895601, CNN, 4, 3
1394924401, CNN, 4, 3
1394953201, CNN, 3, 2
1394982001, CNN, 1, 2
1395010802, CNN, 0, 2
1395039602, CNN, 1, 2
1395068401, CNN, 2, 2
1395097201, CNN, 2, 0
1395126001, CNN, 2, 0
1395154801, CNN, 1, 0
1395183601, CNN, 2, 0
1395212401, CNN, 3, 1
1395241202, CNN, 4, 1
1395270001, CNN, 4, 0
1395298801, CNN, 4, 0
1395327601, CNN, 5, 0
1395356401, CNN, 4, 0
1395385202, CNN, 5, 0
1395414002, CNN, 4, 0
1395442801, CNN, 2, 0
1395471601, CNN, 2, 0
1395500401, CNN, 3, 0
1395529201, CNN, 4, 1
1395558001, CNN, 8, 1
1395586801, CNN, 9, 1
1395615601, CNN, 6, 1
1395644401, CNN, 6, 1
1395673201, CNN, 6, 1
1395702001, CNN, 5, 0
1395730801, CNN, 5, 0
1395759602, CNN, 7, 1
1395788401, CNN, 4, 1
1395817201, CNN, 5, 1
1395846001, CNN, 8, 2
1395874801, CNN, 9, 1
1395903602, CNN, 9, 1
1395932401, CNN, 9, 1
1395961201, CNN, 5, 0
1395990001, CNN, 5, 0
1396018801, CNN, 5, 1
1396047601, CNN, 3, 1
1396076401, CNN, 3, 1
1396105201, CNN, 1, 1
1396134001, CNN, 1, 1
1396162801, CNN, 2, 1
1396191601, CNN, 2, 2
1396220401, CNN, 2, 2
1396249201, CNN, 1, 2
1396278001, CNN, 2, 2
1396306801, CNN, 2, 2
1396335601, CNN, 4, 2
1396364401, CNN, 3, 0
1396393201, CNN, 3, 1
1396422001, CNN, 3, 1
1396450801, CNN, 6, 1
1396479601, CNN, 4, 3
1396508401, CNN, 4, 2
1396537201, CNN, 3, 2
1396566002, CNN, 4, 1
1396594802, CNN, 4, 1
1396623601, CNN, 4, 1
1396652401, CNN, 4, 2
1396681202, CNN, 7, 2
1396710002, CNN, 8, 1
1396738801, CNN, 10, 1
1396767601, CNN, 8, 1
1396796402, CNN, 9, 1
1396825201, CNN, 8, 1
1396854001, CNN, 9, 1
1396882801, CNN, 8, 1
1396911602, CNN, 7, 0
1396940402, CNN, 10, 0
1396969201, CNN, 12, 0
1396998001, CNN, 12, 0
1397026801, CNN, 11, 0
1397055602, CNN, 7, 0
1397084401, CNN, 6, 1
1397113201, CNN, 5, 2
1397142001, CNN, 4, 2
1397170801, CNN, 2, 2
1397199601, CNN, 3, 2
1397228401, CNN, 6, 1
1397257202, CNN, 5, 0
1397286001, CNN, 6, 2
1397314801, CNN, 6, 1
1397343602, CNN, 6, 1
1397372401, CNN, 4, 1
1397401201, CNN, 6, 1
1397430002, CNN, 6, 1
1397458801, CNN, 6, 0
1397487601, CNN, 7, 0
1397516401, CNN, 7, 1
1397545201, CNN, 6, 1
1397574001, CNN, 6, 1
1397602801, CNN, 5, 2
1397631601, CNN, 7, 3
1397660402, CNN, 6, 4
1397689201, CNN, 4, 4
1397718002, CNN, 5, 2
1397746802, CNN, 6, 2
1397775602, CNN, 6, 2
1397804402, CNN, 6, 2
1397833201, CNN, 3, 2
1397862001, CNN, 5, 2
1397890801, CNN, 5, 2
1397919602, CNN, 6, 2
1397948401, CNN, 6, 2
1397977202, CNN, 6, 2
1398006002, CNN, 3, 3
1398034801, CNN, 3, 3
1398063601, CNN, 5, 3
1398092401, CNN, 5, 4
1398121201, CNN, 4, 2
1398150001, CNN, 4, 3
1398178802, CNN, 6, 2
1398207602, CNN, 5, 1
1398236401, CNN, 5, 1
1398265202, CNN, 4, 1
1398294001, CNN, 2, 3
1398322802, CNN, 2, 3
1398351601, CNN, 3, 3
1398380401, CNN, 3, 3
1398409201, CNN, 2, 4
1398438002, CNN, 2, 3
1398466801, CNN, 3, 3
1398495601, CNN, 3, 3
1398524401, CNN, 4, 3
1398553201, CNN, 4, 3
1398582001, CNN, 4, 3
1398610801, CNN, 4, 3
1398639601, CNN, 4, 2
1398668402, CNN, 4, 2
1398697201, CNN, 6, 2
1398726001, CNN, 5, 2
1398754802, CNN, 5, 2
1398783602, CNN, 5, 2
1398812402, CNN, 5, 2
1398841202, CNN, 3, 2
1398870001, CNN, 5, 2
1398898801, CNN, 5, 2
1398927602, CNN, 3, 2
1398956401, CNN, 2, 2
1398985201, CNN, 9, 3
1399014001, CNN, 7, 3
1399042801, CNN, 6, 3
1399071601, CNN, 4, 3
1399100402, CNN, 3, 4
1399129201, CNN, 4, 4
1399158001, CNN, 4, 4
1399186801, CNN, 4, 3
1399215601, CNN, 7, 3
1399244401, CNN, 6, 3
1399273201, CNN, 6, 3
1399302002, CNN, 6, 3
1399330801, CNN, 4, 2
1399359601, CNN, 5, 2
1399388402, CNN, 5, 2
1399417201, CNN, 3, 2
1399446002, CNN, 4, 3
1399474801, CNN, 5, 3
1399503602, CNN, 3, 4
1399532401, CNN, 5, 4
1399561201, CNN, 3, 4
1399590001, CNN, 5, 4
1399618801, CNN, 4, 3
1399647601, CNN, 3, 3
1399676401, CNN, 3, 4
1399705201, CNN, 3, 4
1399734001, CNN, 3, 4
1399762801, CNN, 3, 4
1399791601, CNN, 2, 4
1399820401, CNN, 0, 4
1399849201, CNN, 0, 4
1399878002, CNN, 0, 4
1399906801, CNN, 0, 4
1399935601, CNN, 1, 2
1399964402, CNN, 1, 2
1399993201, CNN, 2, 3
1400022001, CNN, 4, 3
1400050802, CNN, 4, 4
1400079601, CNN, 4, 4
1400108401, CNN, 2, 4
1400137201, CNN, 4, 5
1400166001, CNN, 5, 5
1400194801, CNN, 4, 5
1400223601, CNN, 4, 5
1400252402, CNN, 2, 4
1400281201, CNN, 2, 4
1400310001, CNN, 4, 4
1400338801, CNN, 4, 3
1400367601, CNN, 5, 3
1400396401, CNN, 4, 3
1400425201, CNN, 5, 3
1400454001, CNN, 5, 3
1400482801, CNN, 8, 3
1400511602, CNN, 5, 3
1400540401, CNN, 4, 4
1400569201, CNN, 3, 4
1400598002, CNN, 2, 4
1400626801, CNN, 4, 4
1400655601, CNN, 6, 4
1400684401, CNN, 9, 3
1400713201, CNN, 6, 3
1400742001, CNN, 6, 3
1400770802, CNN, 5, 4
1400799601, CNN, 5, 4
1400828402, CNN, 6, 4
1400857201, CNN, 5, 4
1400886002, CNN, 7, 3
1400914801, CNN, 5, 3
1400943601, CNN, 5, 4
1400972401, CNN, 5, 4
1401001201, CNN, 4, 4
1401030001, CNN, 6, 4
1401058802, CNN, 7, 4
1401087601, CNN, 7, 4
1401116401, CNN, 5, 5
1401145202, CNN, 8, 4
1401174001, CNN, 6, 3
1401202802, CNN, 5, 3
1401231601, CNN, 3, 3
1401260401, CNN, 3, 3
1401289201, CNN, 7, 3
1401318001, CNN, 4, 3
1401346801, CNN, 3, 3
1401375601, CNN, 8, 3
1401404401, CNN, 6, 3
1401433202, CNN, 5, 3
1401462001, CNN, 7, 3
1401490801, CNN, 8, 4
1401519601, CNN, 9, 4
1401548402, CNN, 12, 4
1401577201, CNN, 7, 3
1401606001, CNN, 7, 3
1401634802, CNN, 9, 3
1401663601, CNN, 10, 3
1401692401, CNN, 7, 3
1401721201, CNN, 9, 3
1401750001, CNN, 9, 3
1401778801, CNN, 11, 4
1401807601, CNN, 8, 5
1401836401, CNN, 5, 4
1401865201, CNN, 7, 4
1401894001, CNN, 5, 5
1401922802, CNN, 7, 4
1401951601, CNN, 9, 4
1401980402, CNN, 7, 4
1402009201, CNN, 10, 5
1402038001, CNN, 7, 5
1402066801, CNN, 8, 5
1402095601, CNN, 9, 5
1402124401, CNN, 10, 5
1402153201, CNN, 8, 4
1402182002, CNN, 8, 4
1402210801, CNN, 5, 4
1402239601, CNN, 5, 4
1402268401, CNN, 4, 4
1402297201, CNN, 4, 4
1402326001, CNN, 6, 6
1402354801, CNN, 5, 6
1402383601, CNN, 6, 6
1402412401, CNN, 8, 7
1402441201, CNN, 9, 3
1402470001, CNN, 7, 3
1402498801, CNN, 8, 2
1402527601, CNN, 7, 1
1402556401, CNN, 7, 1
1402585201, CNN, 7, 1
1402614001, CNN, 7, 2
1402642801, CNN, 7, 2
1402671601, CNN, 6, 2
1402700401, CNN, 6, 2
1402729201, CNN, 5, 1
1402758001, CNN, 7, 1
1402786801, CNN, 5, 1
1402815602, CNN, 7, 1
1402844401, CNN, 11, 1
1402873201, CNN, 10, 2
1402902001, CNN, 6, 2
1402930801, CNN, 6, 2
1402959601, CNN, 5, 2
1402988402, CNN, 5, 3
1403017201, CNN, 5, 3
1403046001, CNN, 5, 2
1403074801, CNN, 6, 2
1403103601, CNN, 8, 1
1403132401, CNN, 8, 1
1403161201, CNN, 7, 1
1403190001, CNN, 5, 0
1403218801, CNN, 4, 1
1403247601, CNN, 4, 1
1403276401, CNN, 3, 1
1403305201, CNN, 2, 0
1403334001, CNN, 2, 0
1403362801, CNN, 3, 0
1403391601, CNN, 4, 0
1403420401, CNN, 5, 0
1403449202, CNN, 5, 1
1403478001, CNN, 5, 1
1403506802, CNN, 4, 2
1403535601, CNN, 5, 2
1403564401, CNN, 4, 2
1403593201, CNN, 4, 2
1403622002, CNN, 4, 3
1403650801, CNN, 2, 1
1403679601, CNN, 2, 1
1403708401, CNN, 2, 0
1403737201, CNN, 3, 1
1403766001, CNN, 4, 1
1403794801, CNN, 7, 1
1403823601, CNN, 6, 1
1403852401, CNN, 6, 0
1403881201, CNN, 7, 2
1403910001, CNN, 6, 2
1403938801, CNN, 8, 2
1403967601, CNN, 6, 2
1403996401, CNN, 5, 2
1404025201, CNN, 6, 3
1404054001, CNN, 9, 5
1404082801, CNN, 9, 3
1404111601, CNN, 8, 2
1404140401, CNN, 7, 2
1404169202, CNN, 5, 2
1404198001, CNN, 3, 2
1404226802, CNN, 4, 3
1404255602, CNN, 2, 4
1404284402, CNN, 3, 4
1404313201, CNN, 1, 4
1404342001, CNN, 3, 3
1404370801, CNN, 6, 3
1404399601, CNN, 6, 2
1404428401, CNN, 8, 2
1404457202, CNN, 7, 2
1404486002, CNN, 6, 1
1404514801, CNN, 2, 2
1404543602, CNN, 2, 3
1404572401, CNN, 4, 2
1404601202, CNN, 5, 2
1404630001, CNN, 4, 2
1404658801, CNN, 6, 2
1404687601, CNN, 8, 2
1404716401, CNN, 7, 2
1404745201, CNN, 7, 2
1404774001, CNN, 8, 2
1404802801, CNN, 7, 2
1404831602, CNN, 8, 2
1404860401, CNN, 7, 2
1404889202, CNN, 8, 4
1404918001, CNN, 6, 5
1404946802, CNN, 5, 6
1404975601, CNN, 7, 6
1405004401, CNN, 6, 6
1405033201, CNN, 5, 3
1405062002, CNN, 5, 2
1405090801, CNN, 7, 4
1405119601, CNN, 6, 3
1405148401, CNN, 6, 3
1405177201, CNN, 5, 3
1405206001, CNN, 4, 3
1405234801, CNN, 5, 3
1405263602, CNN, 4, 3
1405292401, CNN, 5, 3
1405321201, CNN, 6, 3
1405350002, CNN, 7, 4
1405378802, CNN, 6, 4
1405407602, CNN, 3, 4
1405436402, CNN, 7, 5
1405465202, CNN, 9, 4
1405494001, CNN, 8, 4
1405522801, CNN, 5, 8
1405551602, CNN, 6, 6
1405580401, CNN, 7, 6
1405609201, CNN, 4, 7
1405638001, CNN, 6, 7
1405666801, CNN, 5, 9
1405695602, CNN, 7, 9
1405724401, CNN, 3, 8
1405753201, CNN, 6, 9
1405782001, CNN, 8, 9
1405810801, CNN, 6, 7
1405839601, CNN, 7, 7
1405868401, CNN, 6, 7
1405897202, CNN, 6, 8
1405926001, CNN, 5, 7
1405954801, CNN, 1, 7
1405983602, CNN, 0, 6
1406012401, CNN, 2, 6
1406041202, CNN, 5, 6
1406070001, CNN, 2, 6
1406098801, CNN, 2, 6
1406127601, CNN, 3, 6
1406156401, CNN, 6, 5
1406185201, CNN, 4, 6
1406214001, CNN, 4, 7
1406242801, CNN, 6, 7
1406271601, CNN, 6, 6
1406300401, CNN, 3, 6
1406329202, CNN, 3, 8
1406358001, CNN, 3, 6
1406386801, CNN, 4, 6
1406415601, CNN, 4, 6
1406444401, CNN, 3, 6
1406473202, CNN, 4, 6
1406502002, CNN, 4, 6
1406530801, CNN, 3, 6
1406559602, CNN, 6, 7
1406588401, CNN, 7, 5
1406617201, CNN, 4, 5
1406646001, CNN, 5, 5
1406674801, CNN, 5, 5
1406703601, CNN, 2, 5
1406732401, CNN, 1, 6
1406761201, CNN, 1, 6
1406790001, CNN, 2, 6
1406818801, CNN, 1, 5
1406847601, CNN, 4, 5
1406876401, CNN, 2, 5
1406905202, CNN, 3, 4
1406934002, CNN, 6, 3
1406962801, CNN, 7, 3
1406991601, CNN, 6, 3
1407020401, CNN, 6, 3
1407049201, CNN, 7, 3
1407078001, CNN, 5, 5
1407106801, CNN, 7, 5
1407135601, CNN, 3, 5
1407164401, CNN, 2, 5
1407193201, CNN, 0, 4
1407222001, CNN, 1, 4
1407250801, CNN, 2, 4
1407279601, CNN, 2, 4
1407308401, CNN, 2, 3
1407337202, CNN, 4, 3
1407366002, CNN, 2, 4
1407394801, CNN, 5, 5
1407423601, CNN, 4, 6
1407452401, CNN, 3, 3
1407481201, CNN, 4, 4
1407510002, CNN, 5, 4
1407538801, CNN, 2, 4
1407567601, CNN, 3, 4
1407596401, CNN, 4, 4
1407625202, CNN, 5, 4
1407654002, CNN, 6, 4
1407682802, CNN, 4, 4
1407711601, CNN, 4, 4
1407740401, CNN, 4, 4
1407769202, CNN, 5, 4
1407798001, CNN, 4, 3
1407826801, CNN, 6, 3
1407855602, CNN, 4, 3
1407884401, CNN, 4, 3
1407913202, CNN, 3, 3
1407942001, CNN, 4, 4
1407970801, CNN, 4, 4
1407999601, CNN, 3, 6
1408028402, CNN, 2, 2
1408057201, CNN, 2, 1
1408086002, CNN, 1, 2
1408114801, CNN, 1, 2
1408143602, CNN, 1, 1
1408172401, CNN, 0, 1
1408201202, CNN, 0, 2
1408230001, CNN, 0, 2
1408258801, CNN, 2, 2
1408287601, CNN, 3, 3
1408316401, CNN, 3, 3
1408345201, CNN, 1, 3
1408374001, CNN, 3, 3
1408402801, CNN, 3, 3
1408431602, CNN, 1, 3
1408460401, CNN, 3, 4
1408489201, CNN, 3, 4
1408518001, CNN, 5, 3
1408546801, CNN, 4, 3
1408575601, CNN, 4, 3
1408604402, CNN, 10, 3
1408633201, CNN, 5, 1
1408662001, CNN, 6, 1
1408690801, CNN, 5, 1
1408719601, CNN, 7, 2
1408748401, CNN, 5, 2
1408777201, CNN, 7, 2
1408806002, CNN, 7, 2
1408834801, CNN, 8, 2
1408863601, CNN, 9, 4
1408892401, CNN, 8, 3
1408921202, CNN, 10, 3
1408950001, CNN, 6, 2
1408978801, CNN, 5, 2
1409007601, CNN, 3, 3
1409036401, CNN, 3, 3
1409065202, CNN, 5, 3
1409094002, CNN, 6, 2
1409122801, CNN, 7, 3
1409151601, CNN, 10, 4
1409180401, CNN, 9, 4
1409209201, CNN, 4, 4
1409238001, CNN, 5, 3
1409266802, CNN, 5, 5
1409295601, CNN, 5, 5
1409324401, CNN, 5, 5
1409353201, CNN, 4, 4
1409382001, CNN, 5, 3
1409410801, CNN, 6, 2
1409439601, CNN, 6, 2
1409468401, CNN, 6, 3
1409497201, CNN, 7, 4
1409526001, CNN, 7, 5
1409554802, CNN, 8, 6
1409583601, CNN, 5, 5
1409612401, CNN, 4, 6
1409641201, CNN, 5, 7
1409670001, CNN, 4, 6
1409698801, CNN, 7, 6
1409727601, CNN, 6, 8
1409756401, CNN, 5, 5
1409785201, CNN, 6, 6
1409814001, CNN, 7, 6
1409842801, CNN, 5, 5
1409871602, CNN, 4, 2
1409900401, CNN, 4, 2
1409929202, CNN, 4, 1
1409958002, CNN, 5, 2
1409986801, CNN, 5, 4
1410015601, CNN, 6, 5
1410044401, CNN, 6, 5
1410073201, CNN, 4, 5
1410102001, CNN, 4, 5
1410130801, CNN, 4, 4
1410159602, CNN, 5, 4
1410188401, CNN, 6, 4
1410217201, CNN, 9, 3
1410246001, CNN, 10, 3
1410274802, CNN, 9, 3
1410303601, CNN, 7, 2
1410332401, CNN, 5, 2
1410361201, CNN, 7, 1
1410390001, CNN, 8, 1
1410418801, CNN, 5, 1
1410447601, CNN, 7, 2
1410476402, CNN, 12, 2
1410505201, CNN, 10, 2
1410534001, CNN, 6, 2
1410562801, CNN, 5, 2
1410591601, CNN, 7, 1
1410620402, CNN, 9, 1
1410649201, CNN, 8, 1
1410678001, CNN, 9, 1
1410706801, CNN, 9, 1
1410735601, CNN, 9, 1
1410764402, CNN, 7, 1
1410793202, CNN, 6, 3
1410822001, CNN, 6, 1
1410850801, CNN, 6, 1
1410879602, CNN, 7, 2
1410908401, CNN, 6, 3
1410937201, CNN, 4, 5
1410966001, CNN, 5, 6
1410994801, CNN, 8, 6
1411023601, CNN, 9, 8
1411052402, CNN, 5, 4
1411081201, CNN, 4, 3
1411110001, CNN, 5, 3
1411138802, CNN, 5, 4
1411167601, CNN, 5, 5
1411196402, CNN, 6, 6
1411225201, CNN, 3, 5
1411254001, CNN, 3, 5
1411282801, CNN, 3, 6
1411311601, CNN, 4, 4
1411340401, CNN, 6, 4
1411369201, CNN, 3, 5
1411398001, CNN, 4, 5
1411426801, CNN, 5, 4
1411455602, CNN, 7, 4
1411484401, CNN, 11, 2
1411513201, CNN, 10, 2
1411542002, CNN, 10, 3
1411570801, CNN, 12, 2
1411599601, CNN, 10, 2
1411628401, CNN, 9, 2
1411657201, CNN, 6, 2
1411686001, CNN, 5, 4
1411714801, CNN, 4, 4
1411743601, CNN, 4, 5
1411772401, CNN, 3, 5
1411801202, CNN, 5, 5
1411830002, CNN, 7, 6
1411858801, CNN, 8, 6
1411887601, CNN, 7, 7
1411916402, CNN, 8, 5
1411945201, CNN, 8, 3
1411974001, CNN, 7, 3
1412002802, CNN, 8, 2
1412031601, CNN, 6, 2
1412060401, CNN, 5, 2
1412089202, CNN, 4, 4
1412118001, CNN, 5, 4
1412146802, CNN, 5, 5
1412175601, CNN, 5, 5
1412204402, CNN, 7, 4
1412233201, CNN, 7, 4
1412262001, CNN, 8, 6
1412290801, CNN, 5, 4
1412319601, CNN, 4, 4
1412348401, CNN, 4, 4
1412377201, CNN, 3, 3
1412406001, CNN, 3, 3
1412434801, CNN, 2, 4
1412463601, CNN, 2, 4
1412492402, CNN, 3, 4
1412521201, CNN, 4, 5
1412550001, CNN, 5, 5
1412578802, CNN, 3, 5
1412607601, CNN, 3, 4
1412636401, CNN, 2, 3
1412665201, CNN, 3, 3
1412694001, CNN, 3, 2
1412722801, CNN, 3, 2
1412751601, CNN, 3, 2
1412780401, CNN, 3, 2
1412809201, CNN, 6, 2
1412838001, CNN, 6, 3
1412866801, CNN, 8, 2
1412895602, CNN, 4, 3
1412924401, CNN, 3, 3
1412953201, CNN, 4, 5
1412982001, CNN, 2, 3
1413010801, CNN, 4, 5
1413039601, CNN, 3, 4
1413068401, CNN, 3, 4
1413097201, CNN, 4, 4
1413126001, CNN, 6, 4
1413154801, CNN, 7, 4
1413183601, CNN, 6, 4
1413212402, CNN, 7, 5
1413241201, CNN, 3, 4
1413270001, CNN, 3, 3
1413298801, CNN, 4, 4
1413327601, CNN, 2, 4
1413356401, CNN, 2, 4
1413385201, CNN, 4, 4
1413414002, CNN, 3, 3
1413442801, CNN, 5, 3
1413471601, CNN, 3, 4
1413500401, CNN, 2, 3
1413529201, CNN, 2, 3
1413558001, CNN, 4, 3
1413586801, CNN, 4, 3
1413615602, CNN, 4, 3
1413644401, CNN, 5, 3
1413673201, CNN, 5, 3
1413702001, CNN, 5, 3
1413730801, CNN, 4, 3
1413759601, CNN, 4, 3
1413788401, CNN, 4, 3
1413817201, CNN, 5, 2
1413846001, CNN, 3, 2
1413874802, CNN, 4, 2
1413903601, CNN, 3, 2
1413932401, CNN, 3, 2
1413961201, CNN, 6, 2
1413990001, CNN, 9, 3
1414018801, CNN, 7, 3
1414047602, CNN, 6, 5
1414076401, CNN, 5, 3
1414105202, CNN, 8, 4
1414134001, CNN, 4, 4
1414162801, CNN, 4, 4
1414191601, CNN, 5, 4
1414220401, CNN, 10, 6
1414249202, CNN, 9, 5
1414278001, CNN, 8, 6
1414306802, CNN, 7, 7
1414335601, CNN, 4, 6
1414364402, CNN, 4, 7
1414393201, CNN, 5, 6
1414422002, CNN, 5, 5
1414450801, CNN, 10, 3
1414479602, CNN, 10, 4
1414508402, CNN, 6, 3
1414537201, CNN, 4, 3
1414566001, CNN, 2, 3
1414594801, CNN, 1, 2
1414623601, CNN, 2, 2
1414652401, CNN, 2, 3
1414681202, CNN, 3, 3
1414710001, CNN, 3, 2
1414738802, CNN, 2, 2
1414767601, CNN, 1, 1
1414796401, CNN, 3, 1
1414825201, CNN, 5, 2
1414854001, CNN, 6, 3
1414882801, CNN, 6, 3
1414911601, CNN, 5, 2
1414944001, CNN, 6, 3
1414972801, CNN, 8, 3
1415001602, CNN, 10, 3
1415030402, CNN, 10, 3
1415059201, CNN, 11, 2
1415088002, CNN, 10, 2
1415116802, CNN, 10, 2
1415145602, CNN, 9, 2
1415174401, CNN, 9, 3
1415203202, CNN, 5, 3
1415232001, CNN, 5, 2
1415260801, CNN, 6, 2
1415289602, CNN, 4, 2
1415318401, CNN, 7, 2
